17436.0,25799.447772978107,3362.6919999207867,798.0964603109408,261.5196706128409,105.0988940979514,48.6255131784984,24.940460205083095,13.840183576351782,8.172490000000007
17226.94,25471.12274688984,3319.8914389676347,787.9382952535389,258.19104991996636,103.76119605197135,48.0066079604401,24.623018188481485,13.66402580907376,8.068470600000008
17009.18,25128.163270890593,3275.1846040918235,777.327687526287,254.71417323471115,102.3639172446157,47.3601368472196,24.29143737793455,13.480022015614091,7.959818200000006
16810.1,24796.354711548975,3231.927311723659,767.0611438641419,251.35003893892528,101.01194707932405,46.73462842811378,23.970608520512634,13.301984792291089,7.854689000000008
16590.92,24449.516706897488,3186.7076159783,756.3288773873783,247.8332966415944,99.5986471815508,46.08074492719642,23.635225830082902,13.115871225592246,7.744790800000005
16378.12,24117.42041042539,3143.424899409111,746.0561982593085,244.46715276686302,98.24586940289495,45.454862854257925,23.314205322270332,12.937727649917807,7.639598800000006
16174.18,23785.346141103953,3100.129906238413,735.7807293117181,241.10009366761756,96.89272382610865,44.8288106141249,22.993097534184354,12.759535639892235,7.534378200000005
15949.9,23448.382419358324,3056.2070688824415,725.3561762762936,237.68418338278548,95.51994604755544,44.19367525386451,22.667330932621798,12.578758319361828,7.427631000000005
15728.04,23091.084363027836,3009.636898960602,714.3032812512084,234.06237871192232,94.06442392732323,43.520257035272394,22.321928710942043,12.387084624633722,7.314449600000006
15510.76,22741.098472188998,2964.01039732845,703.4744316269089,230.5139884232861,92.63840540807061,42.86048908144934,21.983527832035744,12.199296177750627,7.203562400000005
15306.68,22426.464226054446,2922.995732307389,693.7401147524953,227.32425412878982,91.35652269131018,42.26740762729901,21.679331054691943,12.030488577283217,7.103883200000006
15058.42,22045.760527204136,2873.3741072645075,681.9629996438779,223.46513746427067,89.80563020067113,41.549864936760905,21.311296997074685,11.82625582143638,6.983285800000005
16005.28,23525.351906326174,3066.2412066284096,727.7376457739867,238.46454175922926,95.83355458680002,44.33877074978772,22.741751708988996,12.620056563193222,7.452017200000006
15789.38,23182.22013198546,3021.514454745158,717.1222914868554,234.98610987720218,94.43565077941882,43.69201047133867,22.410022583012378,12.435970465206807,7.343316200000006
15574.56,22850.920217903695,2978.321879311669,706.8711192096117,231.6270123795461,93.08570479109547,43.067438566780254,22.089674072270142,12.258199800165908,7.238344400000005
15343.3,22483.839521084097,2930.4693540583708,695.5139280050182,227.9054957022104,91.59011065446535,42.37548045409573,21.734762573246645,12.061249132076695,7.122047000000006
15126.38,22126.704089825293,2883.8987120828997,684.4610959950264,224.28371019714007,90.13459625059328,41.70206580544153,21.389362182621614,11.869576453453856,7.008866200000006
14903.4,21700.748667465727,2828.311662572565,671.2686781147517,219.96082385251128,88.39732515987899,40.898292377702845,20.977099609379444,11.640800013548015,6.873776000000006
